ceo,company_founded,job_title,cb_link,location,primary_organisation
 Sudeep Kumar Jain ,3,President & CEO,/person/sudeep-kumar-jain," Mumbai, Maharashtra, India", tefoLOGIC 
 Dayanidhi Sankarambadi Nadathur ,2,CEO,/person/dayanidhi-sankarambadi-nadathur," Hyderabad, Andhra Pradesh, India", Afford Medical Technologies 
 Anirban Bhaumik ,1,CEO,/person/anirban-bhaumik," Mumbai, Maharashtra, India", Aspirtek Technology 
 Shuvashish Saha ,2,CEO and Co-Founder,/person/shuvashish-saha," Kolkata, West Bengal, India", JobsFrontier 
 Rajit Mehta ,—,CEO and Managing Director,/person/rajit-mehta," Gurgaon, Haryana, India", Max Healthcare 
 Prasad Shejale ,2,CEO & Founder,/person/prasad-shejale," Mumbai, Maharashtra, India", Couponraja 
 Mukesh Chandra Jha ,2,Founder & CEO - Autowale.in,/person/mukesh-chandra-jha," Pune, Maharashtra, India", Ubida Solutions Private 
 Srinivasan Narayanan ,1,Founder & CEO,/person/srinivasan-narayanan," Pune, Maharashtra, India", SmarterHi Communications 
 Arulmany Duraisamy ,1,Managing Director &CEO,/person/arulmany-duraisamy," Chennai, Tamil Nadu, India", Veritas Finance 
 Manas Usharia ,2,CEO,/person/manas-usharia," Pune, Maharashtra, India", CodeBin 
 Santosh Achari ,1,Co-founder and CEO,/person/santosh-achari," Hyderabad, Andhra Pradesh, India"," Ya3, INC "
 Rakesh Pradhan ,1,Co-Founder and CEO,/person/rakesh-pradhan," Mumbai, Maharashtra, India", Runexe Solutions Pvt Ltd. 
 Syed Mamoon Hasan ,1,CEO,/person/syed-mamoon-hasan," Mumbai, Maharashtra, India", A&B 
 Lalit Jain ,—,Group Chief Commercial Officer & CEO,/person/lalit-jain-2," Delhi, Delhi, India", Hindustan Power Projects Pvt. Ltd. 
 Amit Shingala ,1,CEO & Co-Founder,/person/amit-shingala," Ahmedabad, Gujarat, India", MindArray Systems 
 Lars Brzoska ,—,CEO,/person/lars-brzoska-ddbe," Mumbai, Maharashtra, India", Jungheinrich 
 Rajeev Saxena ,1,Founder-Director and CEO,/person/rajeev-saxena-924f," Mumbai, Maharashtra, India", Mysocietyclub 
 Anupam Khurana ,1,Managiing Director& Ceo,/person/anupam-khurana," Gurgaon, Haryana, India", Price-Hunt 
 Dhruv Verma ,1,Founder & CEO,/person/dhruv-verma," Gurgaon, Haryana, India", GolfLAN 
 Kartik Sarwade ,1,CEO,/person/kartik-sarwade," Bangalore, Karnataka, India", 7x Sales 
 Simarprit Singh ,5,CEO,/person/simarprit-singh," Delhi, Delhi, India", Compare Infobase Ltd 
 Aditya Gupta ,2,Founder & CEO,/person/aditya-gupta-2," Bangalore, Karnataka, India", Attify Inc. 
 Mukul Garg ,1,Cofounder and CEO,/person/mukul-garg," Bangalore, Karnataka, India", Tripigator 
 Robin Moses ,2,"Founder, CEO",/person/robin-moses," Chennai, Tamil Nadu, India", Reach Accountant 
 Omkar Pandharkame ,—,CEO,/person/omkar-pandharkame," Mumbai, Maharashtra, India", SkillStreet 
 Amit Yadav ,1,Co-Founder & CEO,/person/amit-yadav-f63e," Mumbai, Maharashtra, India", Sports Counter LLP 
 Ganesh Sonawane ,1,Co-Founder & CEO,/person/ganesh-sonawane," Pune, Maharashtra, India", Arcatron Mobility 
 Kanupradeep Subramanian ,1,Co Founder & CEO,/person/kanupradeep-subramanian," Ahmedabad, Gujarat, India", WIMWI Foods 
 Niloufer Dundh ,1,Founder & CEO,/person/niloufer-dundh," Mumbai, Maharashtra, India", Ventes Avenues 
 Hemant Lochav ,5,CEO & Founder,/person/hemant-lochav," Delhi, Delhi, India", NevertonY.com 
 Gagandeep Singh ,2,Co-Founder & CEO,/person/gagandeep-singh-6," Gurgaon, Haryana, India", Live Organic 
 Bansi Mehta ,1,Founder and CEO,/person/bansi-mehta," Pune, Maharashtra, India", Koru UX Design LLP 
 Ennapadam Krishnamoorthy ,2,Founder & CEO,/person/ennapadam-krishnamoorthy," Chennai, Tamil Nadu, India", TRIMED 
 Angsuman Chakraborty ,1,CEO & Co-Founder,/person/angsuman-chakraborty," Kolkata, West Bengal, India", Relaso Enterprise Software 
 Sudheer Kiran ,1,Founder & CEO,/person/sudheer-kiran," Bangalore, Karnataka, India", Digital Vow 
 Dhanasingh Krishnapandian ,1,Founder & CEO,/person/dhanasingh-krishnapandian," Chennai, Tamil Nadu, India", Adhi Software 
 Susmita Mohanty ,1,CEO and Co-Founder,/person/susmita-mohanty," Mumbai, Maharashtra, India", Earth2Orbit 
 Kaartik Iyer ,1,Founder & CEO,/person/kaartik-iyer," Ahmedabad, Gujarat, India", Infigic Digital Solutions 
 Raghava Kashyapa ,1,CEO,/person/raghava-kashyapa," Bangalore, Karnataka, India", Qualitas Technologies 
 Karan Kakkad ,1,Founder & CEO,/person/karan-kakkad," Kolkata, West Bengal, India", H-Spree 
 Vishwajeet Singh ,2,Founder and CEO,/person/vishwajeet-singh," Pune, Maharashtra, India", Oxen Farm Solutions 
 Vipin Rohilla ,—,Director & Chief Executive Officer (CEO),/person/vipin-rohilla-2," Delhi, Delhi, India", Concentrated Mineral Drops 
 Bhavishya Wadhawan ,2,Founder & CEO,/person/bhavishya-wadhawan," Delhi, Delhi, India", 98Fit 
 Bharath Kumar ,1,CEO and Founder,/person/bharath-kumar-bf67," Hyderabad, Andhra Pradesh, India", NextGen MultiTouch Pvt Ltd 
 Ashwani Kumar Singh Rathore ,1,CEO,/person/ashwani-kumar-singh-rathore," Pune, Maharashtra, India", Gladiris Technologies (SpiderG) 
 Bhavik Chinai ,1,CEO & Founder,/person/bhavik-chinai," Mumbai, Maharashtra, India", Vamaship 
 Jiten Apte ,2,Co-Founder & CEO,/person/jiten-apte," Mumbai, Maharashtra, India", igrenEnergi 
 Ravin Kapadia ,1,"Chief Conversion Officer, CEO & Founder",/person/ravin-kapadia," Hyderabad, Andhra Pradesh, India", Conversion Bug Digital Marketing Pvt. Ltd. 
 Rahul Rastogi ,—,CEO,/person/rahul-rastogi-2," Noida, Uttar Pradesh, India", AGATSA 
 Divya Pratap Singh ,2,Founder and CEO,/person/divya-pratap-singh," Delhi, Delhi, India", PayTunes 
 Navatej Kumar ,1,Founder&CEO,/person/navatej-kumar," Hyderabad, Andhra Pradesh, India", Crafter 
 Joseph Martin ,1,CEO and Founder,/person/joseph-martin-3," Chennai, Tamil Nadu, India", Aleph Tav Technologies Pvt Ltd 
 Aniket Bora ,1,Co-Founder and CEO,/person/aniket-bora," Pune, Maharashtra, India", Medsonway 
 Saradhi Babu Rasala ,2,CEO,/person/saradhi-babu-rasala," Hyderabad, Andhra Pradesh, India", JilMore 
 Anirudh Poddar ,1,Founder & CEO,/person/anirudh-poddar," Bangalore, Karnataka, India", Eventaur 
 Pawas Gupta ,1,Founder and CEO,/person/pawas-gupta," Gurgaon, Haryana, India", NCMborz 
 Sachin Sardana ,2,Co-Founder and CEO,/person/sachin-sardana," Gurgaon, Haryana, India", Yog Nirog 
 Mohit Madan ,1,Co-founder and CEO,/person/mohit-madan," Delhi, Delhi, India", Cloudrino 
 Debasis Pradhan ,1,M.D. - President & CEO,/person/debasis-pradhan," Chennai, Tamil Nadu, India", Crediblesoft Technology Solutions 
 Ripul Sharma ,—,CEO,/person/ripul-sharma," Ahmedabad, Gujarat, India", WebPixel Technologies 
 Subrat Parida ,1,CEO,/person/subrat-parida," Bangalore, Karnataka, India", Racetrack 
 Prasanna Jha ,1,CEO & Co-founder,/person/prasanna-jha," Pune, Maharashtra, India", Yo! app 
 Vinay Mehendiratta ,1,Founder and CEO,/person/vinay-oceanfrogs," Bangalore, Karnataka, India", OceanFrogs 
 Pratapsingh Nathani ,1,Founder & CEO,/person/pratapsingh-nathani," Mumbai, Maharashtra, India", LoanXpress.com 
 Gaurav Golwalkar ,1,CEO,/person/gaurav-g," Pune, Maharashtra, India", BuyTestSeries.com 
 Ankit Jindal ,1,Co-Founder & CEO,/person/ankit-jindal," Bangalore, Karnataka, India", Trodly 
 Shubham Saurabh ,1,Founder & CEO,/person/shubham-saurabh," Mumbai, Maharashtra, India", Jamsfy Technologies Private Limited 
 Srihari Icharapu ,1,Founder and CEO,/person/srihari-icharapu," Hyderabad, Andhra Pradesh, India", Cargo Exchange 
 Arunkumar Padmanabhan ,1,Co founder & CEO,/person/arunkumar-padmanabhan," Mumbai, Maharashtra, India", Svasti Microfinance 
 Kapil Khangaonkar ,2,Founder and CEO,/person/kapil-khangaonkar," Pune, Maharashtra, India", Clodura 
 Ninad Bhagwat ,1,CEO,/person/ninad-bhagwat," Mumbai, Maharashtra, India", Deftouch 
 Ramesh Madala ,1,CEO,/person/ramesh-madala," Hyderabad, Andhra Pradesh, India", Evoke Technologies 
 Cohan Sujay Carlos ,1,CEO & Founder,/person/cohan-sujay-carlos," Bangalore, Karnataka, India", Aiaioo Labs 
 Gourab Paul ,1,Co-Founder & CEO,/person/gourab-paul," Bangalore, Karnataka, India", The Hacker Street 
 Shweta Gupta ,1,CEO,/person/shweta-gupta-2ee2," Delhi, Delhi, India", Muds Management Private Limited 
 Om Suraj Gutti ,1,CEO & FOUNDER,/person/om-suraj-gutti," Bangalore, Karnataka, India", 12nuit.com 
 Sanjay Singh Rajpurohit ,2,CEO & Founder,/person/sanjay-rajpurohit," Ahmedabad, Gujarat, India", Technource 
 Pankaj Chopra ,1,CEO,/person/pankaj-chopra-5fc1," Noida, Uttar Pradesh, India", Industry Experts 
 Abhilash Pandey ,1,"Co-Founder, CEO",/person/abhilash-pandey," Mumbai, Maharashtra, India", Infisecure Technologies 
 Pushkar Tapre ,—,CEO,/person/pushkar-tapre," Pune, Maharashtra, India", MDC KiDSi Technology 
 Anand Ramachandran ,1,Co- Founder & CEO,/person/anand-ramakrishnan," Bangalore, Karnataka, India", Fantain 
 Mohit Gang ,1,Co-Founder and CEO,/person/mohit-gang," Mumbai, Maharashtra, India", Moneyfront 
 Prakash Manickam ,1,Founder & CEO,/person/prakash-manickam," Bangalore, Karnataka, India", Chefskart Shopping Services 
 Kapil Sharma ,—,Founder & CEO,/person/kapil-sharma-4," Noida, Uttar Pradesh, India", Wonder Mouse Technologies 
 Kshitij Kaul ,1,CEO & Founder,/person/kshitij-kaul," Gurgaon, Haryana, India", CreateYourStuff 
 Piyush Pathak ,2,Founder and CEO,/person/piyush-pathak," Gurgaon, Haryana, India", CommerceUp 
 Shabbir Merchant ,1,Founder & CEO,/person/shabbir-merchant," Pune, Maharashtra, India", Pragmatic Techsoft 
 Arijit Aich ,1,"CEO, Co-Founder",/person/arijit-aich," Kolkata, West Bengal, India", Celebrom 
 Rahul Chavan ,1,Founder & CEO,/person/rahul-chavan," Mumbai, Maharashtra, India", Global SEO Training Institute 
 Rahul Agarwal ,1,Founder & CEO,/person/rahul-agarwal-8," Kolkata, West Bengal, India", Ideal Insurance Brokers/ 121Policy.com 
 Ushma Khabaria ,1,"Co-Founder, CEO",/person/ushma-khabaria," Mumbai, Maharashtra, India", TaskMitra 
 T Srinivasan ,1,Founder and CEO,/person/t-srinivasan-2," Chennai, Tamil Nadu, India", Glosys Technology Solutions Pvt. Ltd. 
 Akshay Harish ,3,CEO,/person/akshay-harish," Bangalore, Karnataka, India", Neutreum 
 Suraj Kalwani ,1,Co-Founder and CEO,/person/suraj-kalwani," Mumbai, Maharashtra, India", Truebil 
 Apurva Sharma ,2,Founder & CEO,/person/apurva-sharma," Gurgaon, Haryana, India", Life N Colors Private Limited 
 Eugene Joseph ,—,CEO,/person/eugene-joseph-2," Chennai, Tamil Nadu, India", Roamsoft 
 Dhaval Patel ,1,Founder & CEO,/person/dhaval-patel," Ahmedabad, Gujarat, India", Dasinfomedia 
 Priyank Ranka ,1,Co-Founder & CEO,/person/priyank-ranka," Mumbai, Maharashtra, India", ChatOnGo 
 Sridhar Ganesh ,—,MD & CEO,/person/sridhar-ganesh," Chennai, Tamil Nadu, India", Adrenalin eSystems 
 Vamsi Yeluri ,2,Co-Founder and CEO,/person/vamsi-yeluri," Hyderabad, Andhra Pradesh, India", Nuacem 
 Apurva Dave ,1,"CEO, Founder",/person/apurva-dave-3," Ahmedabad, Gujarat, India", Innova Systems (India) Pvt. Ltd. 
 Sarang Lakare ,1,Founder & CEO,/person/sarang-lakare," Pune, Maharashtra, India", InTouchApp 
 Arup Sarkar ,3,Founder & CEO,/person/arup-sarkar," Kolkata, West Bengal, India", Nelso Technology Private Limited 
 Govind Balachandran ,—,CEO,/person/govind-balachandran," Hyderabad, Andhra Pradesh, India", Nebulae Digital 
 Shivani Maheshwari ,1,CEO,/person/shivani-maheshwari," Bangalore, Karnataka, India", TalkCharge Technologies Pvt Ltd 
 Chandan Sanwal ,1,Founder and CEO,/person/chandan-sanwal," Chandigarh, Chandigarh, India", WebBila 
 Saurabh Singla ,3,CEO,/person/saurabh-singla," Chandigarh, Chandigarh, India", Angular Technologies Pvt Ltd 
 Huzaifa Khorakiwala ,—,Trustee & CEO,/person/huzaifa-khorakiwala," Mumbai, Maharashtra, India", Wockhardt 
 Swapnil Sansare ,1,"CEO, Co-Founder",/person/swapnil-sansare," Mumbai, Maharashtra, India", Divide By Zero Technologies 
 Sudhir Mody ,1,"Founder, CEO",/person/sudhir-mody," Pune, Maharashtra, India", Maximojo 
 Viraj Kalyani ,1,Founder and CEO,/person/viraj-kalyani," Pune, Maharashtra, India", Kalyani Studio 
 Dhananjay Kumar ,1,CEO & Founder,/person/dhananjay-kumar," Mumbai, Maharashtra, India", Shezartech 
 Anmol Choubey ,1,Founder & CEO,/person/anmol-choubey," Mumbai, Maharashtra, India", O!mart 
 Keshav Pandya ,—,CEO,/person/keshav-pandya," Ahmedabad, Gujarat, India", Joshi Biztech Solutions Limited 
 Prashant Lamba ,2,"CEO, Co-Founder, Director",/person/prashant-lamba," Pune, Maharashtra, India", Phonologies (India) 
 Pradeep Chandru ,1,CEO & Founder,/person/pradeep-chandru," Chennai, Tamil Nadu, India", Mafiree 
 Arun Kogta ,—,Managing Director & CEO,/person/arun-kogta," Pune, Maharashtra, India", Kogta Financial India Limited 
 Jaspal Sabharwal ,1,Co-Founder and CEO,/person/jaspal-sabharwal," Noida, Uttar Pradesh, India", TagTaste 
 Jitendra Tanna ,1,"Founder, President & CEO",/person/jitendra-tanna," Pune, Maharashtra, India", Eternus Solutions 
 Amit Singh ,2,"Business Head, Founder, Managing Partner & CEO",/person/amit-singh-6," Pune, Maharashtra, India", WPoets Technology 
 Vipul Doshi ,—,CEO,/person/vipul-doshi-493b," Gurgaon, Haryana, India", IGT Solutions 
 Rahul Jain ,2,CEO,/person/rahul-jain-4," Mumbai, Maharashtra, India", eCraftIndia 
 Shubham Kamble ,1,Founder and CEO,/person/shubham-kamble," Pune, Maharashtra, India", SourceCarrot 
 Yashwant Kumar ,1,CEO & Co-Founder,/person/yashwant-kumar," Hyderabad, Andhra Pradesh, India", GenY Medium 
 Suveer Gulati ,1,Founder & CEO,/person/suveer-gulati," Chennai, Tamil Nadu, India", Healthadda.com 
 Dhruv Sawhney ,1,Co-founder and CEO,/person/dhruv-sawhney-2337," Delhi, Delhi, India", ShipsKart 
 Ranjit Yadav ,—,CEO,/person/ranjit-yadav," Gurgaon, Haryana, India", Canvera Digital Technologies 
 Savan Daru ,1,Co-Founder & CEO,/person/savan-daru," Mumbai, Maharashtra, India", Uberdreams 
 Vijay Darkonde ,1,CEO,/person/vijay-darkonde," Pune, Maharashtra, India", Inceptive Technologies 
 Mayank Pareek ,1,Founder and CEO,/person/mayank-pareek-a412," Bangalore, Karnataka, India", Scholify 
 Ankit Agarwal ,1,Founder & CEO,/person/ankit-agarwal-786a," Gurgaon, Haryana, India", Do Your Thng 
 Sandeep Garg ,—,CEO and Managing Director,/person/sandeep-garg-f648," Mumbai, Maharashtra, India", Welspun Group 
 Shiva Raman Pandey ,1,"Founder, CEO & CTO",/person/shiva-raman-pandey," Bangalore, Karnataka, India", eWellness Expert 
 Sharath Vatsa ,1,Founder & CEO,/person/sharath-vatsa," Bangalore, Karnataka, India", Jack On Block 
 Hemant Upadhyay ,1,CEO & Co Founder,/person/hemant-upadhyay," Mumbai, Maharashtra, India", Shopholix Marketing Services 
 Shrikant Joshi ,—,CEO & MD,/person/shrikant-joshi," Mumbai, Maharashtra, India", L&T Infrastructure Finance 
 Samir Jhaveri ,1,"Founder, Managing DIrector, and CEO",/person/samir-jhaveri," Mumbai, Maharashtra, India", XcellHost Cloud Services 
 Amit Bhanti ,1,Co-founder and CEO,/person/amit-bhanti," Noida, Uttar Pradesh, India", Total Prosthetics & Orthotics 
 Jayaraman Kesavardhanan ,1,CEO & Managing Director,/person/j-kesavardhanan," Chennai, Tamil Nadu, India", K7 Computing 
 Sandip Jadhav ,1,CEO,/person/sandip-jadhav," Pune, Maharashtra, India", Centre for Computational Technologies Pvt Ltd 
 Taranpreet Singh ,1,CEO,/person/taranpreet-singh-2," Delhi, Delhi, India", Deeproots 
 Gopi Aravind ,1,CEO & Founder,/person/gopi-aravind," Hyderabad, Andhra Pradesh, India", Unwired Labs 
 Balamurali Pandranki ,1,CEO,/person/balamurali-pandranki," Hyderabad, Andhra Pradesh, India", My Data My Consent 
 Chandrashekhar Basavanna ,1,CEO & Founder,/person/chandrashekhar-basavanna," Bangalore, Karnataka, India", SecPod Technologies 
 Pulkit Gupta ,1,"Founder, COO, CEO & Chief Architect",/person/pulkit-gupta," Mumbai, Maharashtra, India", Softaculous 
 Prabhu Bhairi ,1,CEO,/person/prabhu-bhairi," Bangalore, Karnataka, India", SeviTech Systems 
 Jagannathan Balaji ,1,"Founder, President and CEO",/person/jagannathan-balaji," Bangalore, Karnataka, India", RiverSilica 
 Keyur Bhalavat ,1,Founder & CEO,/person/keyur-bhalavat," Ahmedabad, Gujarat, India", Plutomen Technologies 
 Rohit Gupta ,1,Founder & CEO,/person/rohit-gupta-17," Pune, Maharashtra, India", Rolocule Games 
 Gautam Padmanabhan ,—,CEO,/person/gautam-padmanabhan," Chennai, Tamil Nadu, India", Westland 
 Brijesh Prajapati ,1,CEO & Founder,/person/brijesh-prajapati," Ahmedabad, Gujarat, India", Hir Infotech Data Mining Solution 
 Rajiv Ramnani ,1,CEO,/person/rajiv-ramnani," Mumbai, Maharashtra, India", ArtyOwl.com 
 Mithun Madhukumar ,1,CEO,/person/mithun-madhukumar," Mumbai, Maharashtra, India", Growcia | Social Media Management Tool for Everyone 
 Nidhish Alex ,2,Founder & CEO,/person/nidhish-alex," Chennai, Tamil Nadu, India"," AdZis, Inc "
 Venk Sitaraman ,1,Founder & CEO,/person/venk-sitaraman," Chennai, Tamil Nadu, India", NVICO 
 Baljit Singh ,1,Founder and CEO,/person/baljit-singh," Bangalore, Karnataka, India", Simbo.ai 
 Neha Sadh ,2,Co-founder & CEO,/person/neha-sadh," Mumbai, Maharashtra, India", Foodyn.com 
 Biraj Rath ,—,CEO,/person/biraj-rath," Noida, Uttar Pradesh, India", Braahmam 
 Rajat Jain ,—,CEO,/person/rajat-jain-2," Hyderabad, Andhra Pradesh, India", Ivent IT Solutions 
 Rakesh Ramachandran ,1,CEO,/person/rakesh-ramachandran," Bangalore, Karnataka, India", QBRICS 
 Akbar Ladak ,1,CEO & Founder,/person/akbar-ladak," Bangalore, Karnataka, India", Kaaenaat 
 Sumant Kasliwal ,1,"Founder, CEO",/person/sumant-kasliwal," Mumbai, Maharashtra, India", 20Dresses 
 Sudhakar Raja ,2,CEO & Founder,/person/sudhakar-raja," Chennai, Tamil Nadu, India", Howdydo 
 Vivek Gupta ,—,CEO,/person/vivek-gupta-4," Gurgaon, Haryana, India", Zamil Infra 
 Mayur Panchal ,—,CEO,/person/mayur-p," Ahmedabad, Gujarat, India", Prishusoft 
 Jay Patel ,1,CEO and Co-Founder,/person/jay-patel-12a7," Ahmedabad, Gujarat, India", Vrinsoft Technology 
 Nitin Pandey ,1,Founder CEO,/person/nitin-pandey-2," Gurgaon, Haryana, India", Parentune 
 Abhishek Mishra ,1,Founder & CEO,/person/abhishek-mishra-6768," Gurgaon, Haryana, India", Tabono 
 Pradeep Sajjan ,—,CEO,/person/pradeep-sajjan," Gurgaon, Haryana, India", Room On Call 
 Anish Sankhe ,1,Cofounder & CEO,/person/anish-sankhe," Mumbai, Maharashtra, India", forBinary 
 Vishal Reddy ,1,CEO & Founder,/person/vishal-reddy," Hyderabad, Andhra Pradesh, India", WOWSOME app 
 Rahul Bansal ,—,MD & CEO,/person/rahul-bansal-2," Bangalore, Karnataka, India", Raah Financials India Pvt. Ltd. 
 Naresh Rana ,1,Founder/CEO,/person/naresh-rana," Ahmedabad, Gujarat, India", FADOOSEO 
 Rohan Vadgaonkar ,1,Co-founder and CEO,/person/rohan-vadgaonkar," Mumbai, Maharashtra, India", CarSense 
 Shrirang Tambe ,2,Founder & CEO,/person/shrirang-tambe," Mumbai, Maharashtra, India", Origa 
 Yasaswy Tallam ,1,CEO,/person/yasaswy-tallam," Hyderabad, Andhra Pradesh, India", Tryolo 
 Abhishek Singh ,—,CEO,/person/abhishek-singh-aba6," Mumbai, Maharashtra, India", MyGov Maharashtra 
 santosh thota ,2,Founder & CEO,/person/santosh-thota," Hyderabad, Andhra Pradesh, India", SMATSUITE 
 Dilip Kumbhat ,1,Founder & CEO,/person/dilip-kumbhat," Chennai, Tamil Nadu, India", K Lite 
 Shaival Chandra ,1,Co-Founder and CEO,/person/shaival-chandra," Mumbai, Maharashtra, India", Hopping Chef 
 Rahul Nanwani ,1,CEO & Co-Founder,/person/rahul-nanwani," Gurgaon, Haryana, India", ImageKit.io 
 Yamina Sayed ,1,Founder and CEO,/person/yamina-sayed," Mumbai, Maharashtra, India", Digital Future Solutions 
 Rohit Chugh ,1,Founder and CEO,/person/rohit-chugh," Mumbai, Maharashtra, India", Logicserve Digital 
 Monica Anand ,1,Founder & CEO,/person/monica-anand," Mumbai, Maharashtra, India", Under Cover Lingerie 
 Rajat Gupta ,3,Founder & CEO,/person/rajat-gupta-7," Noida, Uttar Pradesh, India", Business NonStop 
 Niraj Raka ,1,Co-Founder and CEO,/person/niraj-raka," Pune, Maharashtra, India", GabbarDeals 
 Mannu Jha ,2,CEO & Founder,/person/mannu-jha," Gurgaon, Haryana, India", ESYTHINK 
 Gautam Sharma ,—,CEO,/person/gautam-sharma-3," Ahmedabad, Gujarat, India", SearchNative India Pvt. Ltd. 
 Ramakrishna Chiniarlapalla ,1,Founder-Director and CEO,/person/ramakrishna-chiniarlapalla," Hyderabad, Andhra Pradesh, India", Spoors 
 Kamaljot Kansal ,1,Founder & CEO,/person/kamaljot-kansal," Chandigarh, Chandigarh, India", Infowiz Chandigarh 
 Vikas Katoch ,1,CEO,/person/vikas-katoch-c6e9," Delhi, Delhi, India", Adotrip - Nothing is Far 
 Siddharth Mangharam ,1,"Founder, CEO",/person/siddharth-mangharam," Bangalore, Karnataka, India", Floh Network Pvt. Ltd. 
 Dhiraj Nauhbar ,1,Co-founder and CEO,/person/dhiraj-nauhbar," Gurgaon, Haryana, India", DRORapp 
 Bikram Sohal ,1,CEO & Co-Founder,/person/bikram-sohal," Chandigarh, Chandigarh, India", SavvyMob 
 Saurabh Gupta ,1,Founder & CEO,/person/saurabh-gupta-8," Mumbai, Maharashtra, India", Earth5R 
 Subhasish Sircar ,1,Founder and CEO,/person/subhasish-sircar," Bangalore, Karnataka, India", Health Vectors 
 Ajay Singh ,6,CEO,/person/ajay-singh-ec1b," Lucknow, Uttar Pradesh, India", Frink Shopping App 
 Jatin Goel ,—,CEO,/person/jatin-goel," Delhi, Delhi, India", Supplified Technologies Pvt. Ltd. 
 Sidd Gandhi ,1,Founder & CEO,/person/sidd-gandhi," Mumbai, Maharashtra, India", KyePot 
 Munawar Alam ,2,CEO,/person/munawar-alam," Delhi, Delhi, India", CAPITEVA 
 Brahma Chauhan ,1,Founder & CEO,/person/brahma-chauhan," Gurgaon, Haryana, India", Rocketflyer Technology Private Limited 
 Jeyashankher Ramamirtham ,1,CEO,/person/jeyashankher-ramamirtham," Chennai, Tamil Nadu, India", Makesto 
 Ramu Kallepalli ,1,Founder CEO,/person/ramu-kallepalli," Bangalore, Karnataka, India", Travelspice 
 Sai Krishna Popuri ,1,CEO,/person/sai-krishna-popuri," Hyderabad, Andhra Pradesh, India", HealthSutra 
 Nitin Trehan ,1,Founder & CEO,/person/nitin-trehan," Chandigarh, Chandigarh, India", Picture Your Travel 
 Sajith T. ,—,Director and CEO,/person/sajith-t," Bangalore, Karnataka, India", C-Square Info Solution 
 Deepu Zacharia ,—,CEO,/person/deepu-zacharia," Kochi, Kerala, India", Tech Innovations Technologies Pvt Ltd (Ti Technologies) 
 Sethuraman T A ,1,Founder and CEO,/person/sethuraman-t-a," Bangalore, Karnataka, India", Jungroo Learning 
 Vipin Pathak ,1,Cofounder and CEO,/person/vipin-pathak," Mumbai, Maharashtra, India", Care24 
 Sunil Sherlekar ,—,Chairman and CEO,/person/sunil-sherlekar," Bangalore, Karnataka, India", SankhyaSutra Labs 
 Satyendra Sahani ,1,CEO & Co-founder,/person/satyendra-sahani," Bangalore, Karnataka, India", Inguin 
 Jithin Raj ,2,Founder & CEO,/person/jithin-raj," Bangalore, Karnataka, India", Knownsense 
 Kavi Arora ,—,Managing Director & CEO,/person/kavi-arora-435c," Gurgaon, Haryana, India", Religare Finvest 
 Vinay Goyal ,1,Founder & CEO,/person/vinay-goyal," Bangalore, Karnataka, India", Instavans 
 Rahul Pandey ,1,Founder & CEO,/person/rahul-pandey," Pune, Maharashtra, India", Bonzai 
 Deepak Krishna ,1,CEO & Founder,/person/deepak-krishna," Bangalore, Karnataka, India", Automobi Book Bike Car Service Online 
 Manoj Kumar ,—,CEO,/person/manoj-kumar-652f," Delhi, Delhi, India", AgileCaterpillar 
 Rajeev Shah ,—,Managing Director & CEO,/person/rajeev-shah-3," Ahmedabad, Gujarat, India", RBSA Advisors 
 Himanshu Arya ,1,Founder & CEO,/person/himanshu-arya," Delhi, Delhi, India", Grapes Digital 
 Sandeep Upadhyay ,—,Managing Director & CEO,/person/sandeep-upadhyay," Mumbai, Maharashtra, India", Centrum Infrastructure Advisory 
 Bojarajan Pasupathy ,2,CEO and Founder,/person/bojarajan-pasupathy," Chennai, Tamil Nadu, India", Softborne 
 Ashish Yadav ,1,Founder & CEO,/person/ashish-yadav-7f05," Gurgaon, Haryana, India", Togedr 
 Nipun Khare ,1,Co-founder & CEO,/person/nipun-khare," Indore, Madhya Pradesh, India", Dinclix GroundWorks 
 Pankaj Jaiswal ,1,CEO and Managing Director,/person/pankaj-jaiswal," Mumbai, Maharashtra, India", Worldindia.com 
 Navin Rajendran ,1,Founder and CEO,/person/navin-rajendran," Bangalore, Karnataka, India", Gamineazy Entertainment 
 Amrendra Kumar ,1,Founder and CEO,/person/amrendra-kumar-87da," Delhi, Delhi, India", Firstskool 
 Jignesh Talasila ,1,CEO,/person/jignesh-talasila," Hyderabad, Andhra Pradesh, India", PerspectAI 
 Pratik Bhalerao ,1,CEO,/person/pratik-bhalerao," Pune, Maharashtra, India", DeeDee Labs Pvt Ltd 
 Satendra Pratap ,1,Founder and CEO,/person/satendra-pratap," Hyderabad, Andhra Pradesh, India", WakeupBasket 
 Santosh Kumar ,1,Founder and CEO,/person/santosh-kumar-7," Pune, Maharashtra, India", Digichorus 
 Sibi Kabilan ,1,CEO,/person/sibi-kabilan," Bangalore, Karnataka, India", KayaDev AI 
 Nazeeb Ahmad ,1,CEO and CTO,/person/nazeeb-ahmad," Mumbai, Maharashtra, India", Leamigo 
 Rahber Nazir ,—,CEO / Founding Partner,/person/rahber-nazir," Pune, Maharashtra, India", Anduril Retail 
 Pravesh Rathore ,1,CEO at Parv Fillings Services Private Limited,/person/pravesh-rathore," Delhi, Delhi, India", TradenFill 
