ceo,company_founded,job_title,cb_link,location,primary_organisation
 Ashish Rajput ,1,Founder & CEO,/person/ashish-rajput," Bangalore, Karnataka, India", Flinkhub 
 Purnima Khandelwal ,1,Co-Founder & CEO,/person/purnima-khandelwal," Mumbai, Maharashtra, India", InI Farms 
 Piyush Chawla ,—,CEO,/person/piyush-chawla," Delhi, Delhi, India", Vikas Publishing 
 Amev Burman ,2,Founder and CEO,/person/amev-burman," Noida, Uttar Pradesh, India", Adfluence 
 Abhijit Bhattacharjee ,1,CEO & Founder,/person/abhijit-bhattacharjee," Noida, Uttar Pradesh, India", Luna Ergonomics 
 Rahul Bhalla ,1,Co-Founder & CEO,/person/rahul-bhalla," Gurgaon, Haryana, India", Zenatix 
 Bryan Lee ,1,CEO & Founder,/person/bryan-lee-7," Mumbai, Maharashtra, India", Krishi Star 
 Saurabh Singh ,1,Founder and CEO,/person/saurabh-singh-7," Mumbai, Maharashtra, India", Flickstree 
 Pawan Gupta ,1,Founder and CEO,/person/pawan-gupta," Delhi, Delhi, India", Connect2India 
 Deep Moteria ,2,Co-CEO & Co Founder,/person/deep-moteria," Ahmedabad, Gujarat, India", Elluminati 
 Nishant Kumar ,1,Co-founder and CEO,/person/nishant-kumar-7b91," Chandigarh, Chandigarh, India", Epic Home Service 
 Saket Agarwal ,—,CEO,/person/saket-agarwal-2," Noida, Uttar Pradesh, India", Spice Digital 
 Sunil Mayreddy ,5,Founder & CEO,/person/sunil-mayreddy," Hyderabad, Andhra Pradesh, India", Catalyzer Startup Accelerator 
 Sudip Dutta ,2,Founder & CEO,/person/sudip-dutta," Bangalore, Karnataka, India", Relatas - Sales AI 
 Deepthi Ravula ,—,CEO,/person/deepthi-ravula," Hyderabad, Andhra Pradesh, India", WE Hub 
 Yashraj Vakil ,2,CEO,/person/yashraj-vakil," Mumbai, Maharashtra, India", Buzzinga Digital 
 Prashanth Gowriraju ,1,CEO & Co-Founder,/person/prashanth-gowriraju-2," Hyderabad, Andhra Pradesh, India", PopiCorn 
 Abhinav Shah ,1,Co-Founder and CEO,/person/abhinav-shah," Mumbai, Maharashtra, India", Osam Dairy 
 Rakesh Kapoor ,1,Founder & CEO,/person/rakesh-kapoor-2," Gurgaon, Haryana, India", Process 9 
 Pronam Chatterjee ,1,Founder and CEO,/person/pronam-chatterjee," Gurgaon, Haryana, India", BluePi Consulting 
 Venu Rao ,1,Co-Founder and CEO,/person/venu-rao," Hyderabad, Andhra Pradesh, India", We Secure App 
 Nitin Gupta ,1,Founder & CEO,/person/nitin-gupta-2," Noida, Uttar Pradesh, India", Attero 
 Meenal Sinha ,1,Founder & CEO,/person/meenal-sinha," Mumbai, Maharashtra, India", Meetings And Offices 
 Rajat Goel ,1,Co-founder & CEO,/person/rajat-goel-2," Gurgaon, Haryana, India", Eye-Q 
 Bhavik Jhaveri ,2,Founder & CEO,/person/bhavik-jhaveri," Mumbai, Maharashtra, India", Ambab Infotech 
 Abhinay Jain ,1,Founder & CEO,/person/abhinay-jain," Mumbai, Maharashtra, India", Bakbuck 
 Madhav Gupta ,1,Co-Founder & CEO,/person/madhav-gupta," Mumbai, Maharashtra, India", Baadshah Gaming 
 Anil Mehta ,—,CEO & Managing Director,/person/anil-mehta-2," Gurgaon, Haryana, India", India Shelter 
 Pradeepkumar S ,1,Founder and CEO,/person/pradeepkumar-s," Pune, Maharashtra, India", Hachimichi 
 Sourav Das ,1,CEO,/person/sourav-das," Hyderabad, Andhra Pradesh, India", Eccellerx Meditech Pvt. Ltd. (MyRx) 
 T. S. Anantakrishnan ,—,CEO,/person/t-s-anantakrishnan," Mumbai, Maharashtra, India", Varanium Capital Advisors 
 Vikas Verma ,—,CEO,/person/vikas-verma-3," Pune, Maharashtra, India", Zimetrics Technologies 
 Janardan Tiwari ,1,Founder and CEO,/person/janardan-tiwari," Mumbai, Maharashtra, India", DataTrained 
 Suraj Rajan ,—,CEO,/person/suraj-rajan-a80a," Ahmedabad, Gujarat, India", Alluvium 
 Thiyagarajan Velayutham ,1,"Founder, CEO",/person/thiyagarajan-velayutham," Chennai, Tamil Nadu, India", Sybrant Technologies Pvt Ltd 
 Praveen Sharma ,1,Co-Founder & CEO,/person/praveen-sharma-2," Noida, Uttar Pradesh, India", Almasto 
 Chaith Kondragunta ,—,CEO,/person/chaith-kondragunta," Mumbai, Maharashtra, India", AIRA MATRIX 
 Prashant Panday ,1,Managing Director & CEO,/person/prashant-panday," Mumbai, Maharashtra, India", Entertainment Network India Limited (ENIL) 
 Rohit Bhatia ,1,Founder & CEO,/person/rohit-bhatia," Pune, Maharashtra, India", PayLatr 
 Kishore Warrier ,—,CEO,/person/kishore-warrier," Ahmedabad, Gujarat, India", Mednova Consulting 
 Akbar Khan ,—,CEO,/person/akbar-khan," Mumbai, Maharashtra, India", IntelleGrow 
 Priyadeep Sinha ,1,Founder & CEO,/person/priyadeep-sinha," Bangalore, Karnataka, India", Kidovators (by GyanLab) 
 Mukund Mudras ,1,Co-Founder & CEO,/person/mukund-mudras," Mumbai, Maharashtra, India", Heckyl 
 Sandeep Arora ,1,Founder & CEO,/person/sandeep-arora," Mumbai, Maharashtra, India", Arora Digital 
 Paresh Sagar ,—,"President, CEO, Web/Marketing Expert",/person/paresh-sagar," Ahmedabad, Gujarat, India", Excellent Web World 
 Durga Prasad ,1,CEO,/person/durga-prasad-60d9," Noida, Uttar Pradesh, India", Star Web Maker Services Pvt. Ltd. 
 Vijay Anand MV ,1,Founder & CEO,/person/vijay-anand-mv," Bangalore, Karnataka, India", Parentlane 
 Mayur Mundada ,1,Founder & CEO,/person/mayur-mundada," Mumbai, Maharashtra, India", AmbitionBox 
 Anuj Burakia ,—,ED and CEO,/person/anuj-burakia," Mumbai, Maharashtra, India", Welspun Group 
 Jatin Madhra ,2,Co-Founder & CEO,/person/jatin-madhra," Gurgaon, Haryana, India", Digi Asap 
 Ajay Manglani ,1,Founder & CEO,/person/ajay-manglani," Pune, Maharashtra, India", 1Platform 
 Arvind Venugopal Nair ,2,Co-founder & CEO,/person/arvind-venugopal-nair," Bangalore, Karnataka, India", Trizzio 
 Somenath Mukherjee ,1,Founder & CEO,/person/somenath-mukherjee," Kolkata, West Bengal, India", Hearing Plus 
 Syed Imran ,1,CEO & Director,/person/syed-imran," Bangalore, Karnataka, India", Sprintzeal Pvt Ltd 
 Inder Kochar ,1,Founder & CEO,/person/inder-kochar," Mumbai, Maharashtra, India", White Script 
 John Verbic ,—,CEO,/person/john-verbic," Mumbai, Maharashtra, India", Trepup 
 Arunkumar Somaskandan ,1,Founder & CEO,/person/arunkumar-somaskandan," Bangalore, Karnataka, India", Harivara 
 Barin Mukherjee ,1,Co Founder & CEO,/person/barin-mukherjee," Mumbai, Maharashtra, India", DigitalF5 
 Punit Desai ,1,Co-founder & CEO,/person/punit-desai," Mumbai, Maharashtra, India", Welcome Cure 
 Jaineel Aga ,1,Co-Founder & CEO,/person/jaineel-aga," Mumbai, Maharashtra, India", Planet SuperHeroes 
 Alok Dutta ,2,Founder & CEO,/person/alok-dutta," Noida, Uttar Pradesh, India", Prowiz Mansystems 
 Deepak Agarwal ,1,Founder and CEO,/person/deepak-agarwal-cc02," Delhi, Delhi, India", Auric (Zenith Drinks Private Limited) 
 Sidharth Madan ,1,CEO and Founder,/person/sidharth-madan-2," Gurgaon, Haryana, India", Whistle SOS 
 Colonel Arvind Gangoly ,1,CEO and co- Founder,/person/colonel-arvind-gangoly," Mumbai, Maharashtra, India", Schedulers 
 Rishabh Sinha ,1,Founder & CEO,/person/rishabh-sinha-d322," Kolkata, West Bengal, India", TecHacks 
 Sudhakar Ram ,1,"Co-Founder, Managing Director & Group CEO",/person/sudhakar-ram," Mumbai, Maharashtra, India", Mastek 
 Peter Frykman ,1,Founder and CEO,/person/peter-frykman," Pune, Maharashtra, India", Driptech 
 Sibasish Mishra ,1,Founder & CEO,/person/sibasish-mishra," Gurgaon, Haryana, India", Bookingjini 
 Alluri Manoj Varma ,1,Founder and CEO,/person/alluri-manoj-varma," Hyderabad, Andhra Pradesh, India", Megafore Technologies 
 EKMEET SINGH ,1,CEO & Cofounder Lendbox,/person/ekmeet-singh-2," Delhi, Delhi, India", Lendbox 
 Kanwaljeet Singla ,1,Founder & CEO,/person/kanwaljeet-singla," Hyderabad, Andhra Pradesh, India", Kenyt Technologies Pvt Ltd 
 Raju Bhupati ,1,Co-Founder & CEO,/person/raju-bhupati," Hyderabad, Andhra Pradesh, India", Hello Curry 
 Ashwarya Singh ,2,Co-Founder and CEO,/person/ashwarya-singh," Bangalore, Karnataka, India", Drivezy 
 Jay Krishnan ,1,CEO & Co-Founder,/person/jay-krishnan," Hyderabad, Andhra Pradesh, India", CleanTech Technology 
 Ravishankar Mantha ,1,Co-Founder and CEO,/person/ravishankar-mantha," Mumbai, Maharashtra, India", Hummingbird 
 Rudrajeet Desai ,1,CEO,/person/rudrajeet-desai," Pune, Maharashtra, India", ideacts innovations 
 Shivani Bhasin Sachdeva ,—,MD & CEO,/person/shivani-bhasin-sachdeva," Mumbai, Maharashtra, India", India Alternatives Private Equity Fund 
 Jayant Dwarkanath ,—,CEO,/person/jayant-dwarkanath," Hyderabad, Andhra Pradesh, India", Intense Technologies Limited 
 Shiladitya Bora ,—,CEO,/person/shiladitya-bora," Mumbai, Maharashtra, India", Drishyam Films 
 Ruchhir Agarwal ,—,CEO,/person/ruchhir-agarwal," Ahmedabad, Gujarat, India", E2logy Software Solutions Pvt Ltd. 
 Swami Saran Sharma ,1,Founder & CEO,/person/swami-saran-sharma," Gurgaon, Haryana, India", Insuring India 
 Rahul Thomas ,1,Co-founder & CEO,/person/rahul-thomas," Bangalore, Karnataka, India", Sporthood 
 Akshay Jain ,1,CEO,/person/akshay-jain," Indore, Madhya Pradesh, India", Vinfotech 
 Ravi Teja BEKU ,2,Founder & CEO,/person/ravi-teja-beku," Hyderabad, Andhra Pradesh, India", Fascent technologies 
 Amit Rambhia ,1,Founder & Co-CEO,/person/amit-rambhia," Mumbai, Maharashtra, India", Vardhaman Technology 
 Kiran Menon ,1,CEO & Co-Founder,/person/kiran-menon," Bangalore, Karnataka, India", Tydy 
 Rahul Agrawal ,1,Co-founder and CEO,/person/rahul-agrawal-2," Bangalore, Karnataka, India", Mebelkart 
 Souvik Majumdar ,1,Founder & CEO,/person/souvik-majumdar," Kolkata, West Bengal, India", GroSum 
 Pratap Chandra ,1,Co-Founder and CEO,/person/pratap-chandra," Bangalore, Karnataka, India", 5th Vital 
 Milind Prabhudesai ,1,Co-Founder & CEO,/person/milind-prabhudesai," Pune, Maharashtra, India", BizKonnect 
 Naman Vijay ,2,Founder & CEO,/person/naman-vijay," Gurgaon, Haryana, India", ClickPost 
 Alakh Gargiya ,1,CEO,/person/alakh-gargiya," Mumbai, Maharashtra, India", Pay1 
 Raman Khanduja ,1,Co-Founder & CEO,/person/raman-khanduja," Mumbai, Maharashtra, India", MintOak Innovations 
 Rahul Mittra ,1,CEO & Co-founder,/person/rahul-mittra," Lucknow, Uttar Pradesh, India", Margdarshak Financial Services 
 Ashish Ranpara ,1,Founder & CEO,/person/ashish-ranpara," Ahmedabad, Gujarat, India", iLogix Infotech 
 Jithin George ,2,CEO & Founder,/person/jithin-george," Kochi, Kerala, India", Graffitti Books 
 Kapil Hetamsaria ,1,Co-Founder & CEO,/person/kapil-hetamsaria," Mumbai, Maharashtra, India", Velvetcase 
 Bobby Garg ,1,Co-Founder and CEO,/person/bobby-garg," Chandigarh, Chandigarh, India", RummyPassion 
 Rahul Singhal ,1,Founder and CEO,/person/rahul-singhal," Gurgaon, Haryana, India", Applop Mobile Solutions Pvt Ltd 
 Ankit Agarwal ,—,CEO- Connectivity Solutions,/person/ankit-agarwal-8d90," Mumbai, Maharashtra, India", Sterlite Technologies 
 Rajul Tandon ,1,CEO & Co-Founder,/person/rajul-tandon," Noida, Uttar Pradesh, India", ShopR360 
 Ganesh Rai ,1,Co-Founder and CEO,/person/ganesh-rai," Mumbai, Maharashtra, India", Wow Venue 
 Amol Vaidya ,1,Co-Founder and CEO,/person/amol-vaidya," Indore, Madhya Pradesh, India", 47Billion Inc. 
 Sachin Yadav ,2,Co-Founder and CEO,/person/sachin-yadav," Noida, Uttar Pradesh, India", Hype Pronto 
 N.R Kannan ,—,CEO,/person/n-r-kannan," Mumbai, Maharashtra, India", Excel Industries 
 Amit Sachdev ,1,Co-Founder and CEO,/person/amit-sachdev," Delhi, Delhi, India", CoinTribe Technologies 
 Karan Lakshman ,1,Co-Founder and CEO,/person/karan-lakshman," Bangalore, Karnataka, India", Wifi Dabba 
 Bishal Dey ,1,Founder & CEO,/person/bishal-dey," Kolkata, West Bengal, India", Hackning 
 Amar Bharati ,1,CEO,/person/amar-bharati-2," Gurgaon, Haryana, India", One Clikk 
 Shankar Kotuli ,1,Founder & CEO,/person/shankar-kotuli," Bangalore, Karnataka, India", PaisaWapas 
 Dishant Mishra ,1,"Principal Cofounder, CEO, and Project Head",/person/dishant-mishra," Gurgaon, Haryana, India", Baud Resources 
 Sanjay Kumar ,1,Founder & CEO,/person/sanjay-kumar-223e," Noida, Uttar Pradesh, India", Geospatial Media & Communications 
 Vijay Gummadi ,2,Founder & CEO,/person/vijay-gummadi," Hyderabad, Andhra Pradesh, India", Smart Auto Systems 
 Anngad Singh Mnchnda ,2,Co-Founder and CEO,/person/anngad-singh-mnchnda," Mumbai, Maharashtra, India", Chimp&z Inc 
 Jaimon Jose ,2,"Co-Founder, CEO",/person/jaimon-jose," Hyderabad, Andhra Pradesh, India", Ambee (1st Consult Technologies) 
 Kranthi Vistakula ,1,Founder and CEO,/person/kranthi-vistakula," Hyderabad, Andhra Pradesh, India", Dhama Innovations 
 Vikas Parasrampuria ,1,CEO,/person/vikas-parasrampuria," Kolkata, West Bengal, India", Volercars 
 Sanmati Pande ,1,Founder & CEO,/person/sanmati-pande," Mumbai, Maharashtra, India", Growfitter 
 Pawan Kalra ,—,Director and CEO,/person/pawan-kalra," Gurgaon, Haryana, India", Infodart Technologies 
 Mr. Vikram Raichura ,1,Founder & CEO,/person/mr-vikram-raichura," Mumbai, Maharashtra, India", VivaConnect 
 CBitss technologies ,1,Founder & CEO,/person/ajay-deep," Chandigarh, Chandigarh, India", Chandigarh Metro 
 Vijay Pasupulati ,1,Co-Founder & CEO,/person/vijay-pasupulati," Hyderabad, Andhra Pradesh, India", GreyCampus 
 Abhijat Shukla ,1,Founder & CEO,/person/abhijat-shukla," Pune, Maharashtra, India", ThinkBumblebee 
 Aakash Ganju ,1,Co-Founder and CEO,/person/aakash-ganju," Mumbai, Maharashtra, India", Saathealth 
 Anisha Chaudhari ,1,CEO,/person/anisha-chaudhari," Mumbai, Maharashtra, India", Threads and Shirts 
 Fizer Khan ,1,Co-founder & CEO @ Atatus,/person/fizer-khan-3," Chennai, Tamil Nadu, India", Atatus 
 Bhaskar Raghunathan ,1,Founder & CEO,/person/bhaskar-raghunathan," Chennai, Tamil Nadu, India", Takvaviya Analytics 
 Gaurav Jain ,1,Co-Founder & CEO,/person/gaurav-jain-3," Bangalore, Karnataka, India", Mast Kalandar 
 Vaibhav Tidke ,1,Co-founder and CEO,/person/vaibhav-tidke," Mumbai, Maharashtra, India", S4S Technologies 
 Vivek Agarwal ,2,Co-Founder and CEO,/person/vivek-agarwal-a903," Gurgaon, Haryana, India", EasyLokal 
 Apurva Godbole ,1,Co-Founder and CEO,/person/apurva-godbole," Mumbai, Maharashtra, India", Drona Aviation 
 C.R. Chandrasekar ,1,Founder and CEO,/person/c-r-chandrasekar," Chennai, Tamil Nadu, India", FundsIndia 
 Tanuj Shah ,1,Co-Founder & CEO,/person/tanuj-shah," Bangalore, Karnataka, India", Userfacet 
 Vishal Gupta ,1,Co-Founder & CEO,/person/vishal-gupta-8," Gurgaon, Haryana, India", Momspresso 
 K.S. Rao ,—,CEO and Telecom Services Business,/person/k-s-rao-7d2f," Gurgaon, Haryana, India", Sterlite Technologies 
 Neeraj Bansal ,1,Co Founder & CEO,/person/neeraj-bansal-5c5c," Hyderabad, Andhra Pradesh, India", Credright 
 Hari Krishna Morthala ,2,Co Founder & CEO,/person/hari-krishna-morthala," Hyderabad, Andhra Pradesh, India", Param.ai 
 Johny Jose ,1,CEO & Co-Founder,/person/johny-jose," Bangalore, Karnataka, India", Playlyfe 
 Gunjan Poddar ,1,Founder & CEO,/person/gunjan-poddar," Kolkata, West Bengal, India", HealthyBillions 
 Rahim Makhani ,0,Managing Partner and CEO,/person/rahim-makhani," Ahmedabad, Gujarat, India", Nevina Infotech 
 Ravi Chawla ,1,CEO and Co-Founder,/person/ravi-chawla-4c05," Gurgaon, Haryana, India", Office Beanz 
 Anindya Chatterjee ,1,CEO & Founder,/person/anindya-chatterjee," Delhi, Delhi, India", Anwesha CRM 
 Hemang Dattani ,1,Founder and CEO,/person/hemang-dattani," Mumbai, Maharashtra, India", DigiLend Analytics & Technology 
 Manas Wadhwa ,1,Co-Founder & CEO,/person/manas-wadhwa," Delhi, Delhi, India", WeddingPlz 
 Rishi Yadati ,—,CEO,/person/rishi-yadati," Hyderabad, Andhra Pradesh, India", Gifting Inc 
 Atit Jain ,1,Co-Founder & CEO,/person/atit-jain," Delhi, Delhi, India", Pluss App 
 Shyam Sundar Nagarajan ,1,Founder and CEO,/person/shyam-sundar-nagarajan," Chennai, Tamil Nadu, India", GoFloaters 
 Samrat Krishna ,1,Founder & CEO,/person/samrat-krishna," Hyderabad, Andhra Pradesh, India", Hyperdata.IO 
 Anuj Tandon ,1,CEO India,/person/anuj-tandon," Pune, Maharashtra, India", Youzu Interactive 
 Rajive Dhavan ,3,Founder and CEO,/person/rajive-dhavan," Hyderabad, Andhra Pradesh, India", What's In a Name Creatives 
 Parag Agarwal ,1,Co-Founder & CEO,/person/parag-agarwal," Mumbai, Maharashtra, India", HealthCode.io 
 Neeraj Katare ,1,Co-Founder and CEO,/person/neeraj-katare," Mumbai, Maharashtra, India", Drstore 
 Niranjan Gupta ,—,CEO,/person/niranjan-gupta," Bangalore, Karnataka, India", Trip38 
 Srinivasulu Mallampooty ,1,Co-Founder & CEO,/person/srinivasulu-mallampooty," Bangalore, Karnataka, India", Employee Experts 
 Ranjan Baisak ,1,"CEO, Co-Founder AI Startup.",/person/ranjan-baisak," Bangalore, Karnataka, India", AppiVa Software 
 Prassant Kumar ,1,Co-Founder & CEO,/person/prassant-kumar," Mumbai, Maharashtra, India", Caresoft Consultancy Private Limited 
 Arnaud Lorie ,1,Founder & CEO,/person/arnaud-lorie," Mumbai, Maharashtra, India", Joolz 
 Anusha Shetty ,2,Co-founder and CEO,/person/anusha-shetty-db85," Bangalore, Karnataka, India", Autumn Worldwide 
 Joe Meenamkunnel ,—,CEO,/person/joe-meenamkunnel," Kochi, Kerala, India", GSTi Technologies India 
 Prakash Dantuluri ,2,Founder and CEO,/person/prakash-dantuluri," Hyderabad, Andhra Pradesh, India", Bulbul Apps 
 Yajush Khanna ,1,CEO,/person/yajush-khanna," Gurgaon, Haryana, India", Jukaso Journeys 
 Himanshu Mistry ,2,Founder and CEO,/person/himanshu-mistry," Ahmedabad, Gujarat, India", PeppyOcean 
 Prateek Madhav ,—,"General Manager at Accenture, Board Member & Former CEO, Samarthanam Trust for the Disabled",/person/prateek-madhav," Bangalore, Karnataka, India", Eye-D 
 Bhavesh Shah ,—,CEO,/person/bhavesh-shah-b394," Mumbai, Maharashtra, India", Thirdware Solution 
 Omer Faiyaz ,1,Founder And CEO,/person/omer-faiyaz," Bangalore, Karnataka, India", Remo Software 
 Arun Kapoor ,1,Founder and CEO,/person/arun-kapoor," Mumbai, Maharashtra, India", OkSir 
 Himanshu kk ,—,CEO,/person/himanshu-kk," Delhi, Delhi, India", itzeazy.com 
 Shrijay Suratkal ,1,Founder & CEO,/person/shrijay-suratkal," Mumbai, Maharashtra, India", Lawtendo Alliance LLP 
 Akash Singh ,1,CEO & Co-Founder,/person/akash-singh-5," Delhi, Delhi, India", Shamoor 
 Anujita Jain ,1,Founder & CEO,/person/anujita-jain," Mumbai, Maharashtra, India", Alchemist Marketing & Talent Solutions Pvt Ltd 
 Sankalp Goyal ,1,CEO,/person/sankalp-goyal," Mumbai, Maharashtra, India", Book My Diamond 
 Arastu Zakia ,1,CEO,/person/arastu-zakia," Ahmedabad, Gujarat, India", CollegeBol.com 
 Viraj Malik ,—,Managing Director & CEO,/person/viraj-malik," Gurgaon, Haryana, India", PK Online 
 Aamir Khan ,1,Co founder and CEO,/person/aamir-khan-dd62," Pune, Maharashtra, India", Futuristic5 IT Solutions 
 Sunil Malhotra ,1,CEO,/person/sunil-malhotra," Delhi, Delhi, India", Ideafarms 
 Manisha Lath Gupta ,1,Founder & CEO,/person/manisha-lath-gupta," Gurgaon, Haryana, India", Mojarto 
 Gaurav Shrivastava ,2,Co-Founder and CEO,/person/gaurav-shrivastava," Mumbai, Maharashtra, India", Pensieve 
 Nageswari BH ,1,Founder & CEO,/person/nageswari-bh," Bangalore, Karnataka, India", nSmiles I Pvt Ltd 
 Prashant Bhonsale ,—,CEO - Student Loans & Head Marketing,/person/prashant-bhonsale," Mumbai, Maharashtra, India", InCred 
 Devendar Agarwal ,2,Co-Founder and CEO,/person/devendar-agarwal," Gurgaon, Haryana, India", Rgyan 
 Aayush Jha ,1,Founder & CEO,/person/aayush-jha," Bangalore, Karnataka, India", Clairco 
 Sajit Nair ,1,Co-Founder & CEO,/person/sajit-v-r-nair," Mumbai, Maharashtra, India", S-Cube Futuretech 
 Ravi Bhogu ,1,Founder and CEO,/person/ravi-bhogu," Hyderabad, Andhra Pradesh, India", Monitra Healthcare 
 Khushbu Jagwani ,1,Co-Founder & CEO,/person/khushbu-jagwani," Bangalore, Karnataka, India", FullOnWedding 
 Robin Moses ,2,"Founder, CEO",/person/robin-moses," Chennai, Tamil Nadu, India", Reach Accountant 
 Mukul Garg ,1,Cofounder and CEO,/person/mukul-garg," Bangalore, Karnataka, India", Tripigator 
 Aditya Gupta ,2,Founder & CEO,/person/aditya-gupta-2," Bangalore, Karnataka, India", Attify Inc. 
 Simarprit Singh ,5,CEO,/person/simarprit-singh," Delhi, Delhi, India", Compare Infobase Ltd 
 Kartik Sarwade ,1,CEO,/person/kartik-sarwade," Bangalore, Karnataka, India", 7x Sales 
 Dhruv Verma ,1,Founder & CEO,/person/dhruv-verma," Gurgaon, Haryana, India", GolfLAN 
 Anupam Khurana ,1,Managiing Director& Ceo,/person/anupam-khurana," Gurgaon, Haryana, India", Price-Hunt 
 Rajeev Saxena ,1,Founder-Director and CEO,/person/rajeev-saxena-924f," Mumbai, Maharashtra, India", Mysocietyclub 
 Lars Brzoska ,—,CEO,/person/lars-brzoska-ddbe," Mumbai, Maharashtra, India", Jungheinrich 
 Amit Shingala ,1,CEO & Co-Founder,/person/amit-shingala," Ahmedabad, Gujarat, India", MindArray Systems 
 Lalit Jain ,—,Group Chief Commercial Officer & CEO,/person/lalit-jain-2," Delhi, Delhi, India", Hindustan Power Projects Pvt. Ltd. 
 Syed Mamoon Hasan ,1,CEO,/person/syed-mamoon-hasan," Mumbai, Maharashtra, India", A&B 
